-NEvalF2JYs3PwDzyR9u,21/10/2022 23:3:33 291  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.1
-NEvaoghJPmOdpaB5FsO,21/10/2022 23:3:51 287  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvasOgv1b3-tmgogMe,21/10/2022 23:4:3 280  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvawNv-Ygk7fvjqRDP,21/10/2022 23:4:22 268  NAN  NAN -147.93 132120.53 -1533.04 91.29 32.9
-NEvb-68av6ZHRh--c8g,21/10/2022 23:4:40 282  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvb2ugZwUXOH430bIg,21/10/2022 23:4:52 287  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvb6tsBBHDyjBl2xXd,21/10/2022 23:5:10 270  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvbAhPFHqPFMUFtlCM,21/10/2022 23:5:22 262  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvbEgZc2v7DbTINuko,21/10/2022 23:5:41 260  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvbIPr5Xgh5Wtryt6X,21/10/2022 23:5:59 282  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.1
-NEvbMDPIyVpfkw0bFS0,21/10/2022 23:6:11 266  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvbQCZgGQgs-poRKPt,21/10/2022 23:6:29 289  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.1
-NEvbUJGgCNyd6j0MMbt,21/10/2022 23:6:42 273  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvbXjVG0z02hySTsi9,21/10/2022 23:7:0 288  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvbaRUJgLky2-4Zklr,21/10/2022 23:7:12 288  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.1
-NEvbeQdG2eOGKHrw4_d,21/10/2022 23:7:30 272  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvbi8u5VWg4tHHvdR7,21/10/2022 23:7:48 270  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvblxTJ529jDICagu-,21/10/2022 23:8:1 262  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.1
-NEvbpwcTMdWZdEQnQA2,21/10/2022 23:8:19 268  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvbtkEDbriKElHBTCm,21/10/2022 23:8:31 278  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvbxjMauRQYzfnSgCJ,21/10/2022 23:8:49 272  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvc0ScnMgmCjrgJIye,21/10/2022 23:9:8 270  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvc4G7UqMh_-jR1_wM,21/10/2022 23:9:20 268  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.1
-NEvc8FOsyDGkpWNE34L,21/10/2022 23:9:38 263  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.1
-NEvcCKgUEEokuC0QEcS,21/10/2022 23:9:50 274  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvcFm6UDYn-MUiro_M,21/10/2022 23:10:8 261  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvcJU5UtVnKuosXwYG,21/10/2022 23:10:21 266  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvcNTKtIfCBm6r36Lj,21/10/2022 23:10:39 270  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvcRBZeY7AQGSEtJwm,21/10/2022 23:10:57 274  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvcV-AaC2PYpAm94J_,21/10/2022 23:11:9 276  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.1
-NEvcYzJLbB492tx5TCw,21/10/2022 23:11:27 278  NAN  NAN -147.93 132120.53 -1533.04 91.29 32.
-NEvcbmsfqDPG7rBUFCD,21/10/2022 23:11:40 270  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvcfm0ZLZ3y6ipkGgA,21/10/2022 23:11:58 261  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvcjVGWgLu1WbT_H1i,21/10/2022 23:12:16 261  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvcnIp-9kuuH-vTimj,21/10/2022 23:12:28 261  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvcrI1SCg3bEuIq3W2,21/10/2022 23:12:47 265  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvcvNrZ2NlGhOyHGSX,21/10/2022 23:12:59 260  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvcyooA2dKafHVHDym,21/10/2022 23:13:17 261  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvd1WpBgL3zHIRnKh2,21/10/2022 23:13:29 266  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvd5VzcrJV6XHFfmrI,21/10/2022 23:13:47 266  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvd9EJqWuRvKM3ykHz,21/10/2022 23:14:6 266  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.1
-NEvdD1pNKN5FA0sCTan,21/10/2022 23:14:18 261  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvdH11KJezKtgdSzYF,21/10/2022 23:14:36 272  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvdKpakUlD_9Nofihx,21/10/2022 23:14:48 269  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvdOogAUgqQOh3p8tr,21/10/2022 23:15:6 286  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.1
-NEvdSXyQFJwcGZKzLW6,21/10/2022 23:15:25 267  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvdWLV20T4Z1DJ_MYc,21/10/2022 23:15:37 261  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvd_KiKFHnn0CuWIjI,21/10/2022 23:15:55 283  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvddQ-7yGCzVsX6eRu,21/10/2022 23:16:7 283  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvdgrWQrzlHxbYxGcs,21/10/2022 23:16:26 273  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvdkZTucoJQoye22uA,21/10/2022 23:16:38 272  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvdoYiI-RnJNGRc7FE,21/10/2022 23:16:56 264  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvdsGx4-d_v0oAKA3N,21/10/2022 23:17:14 285  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvdw4UDnLrBaT_ys2U,21/10/2022 23:17:26 262  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEve-3dY_051Bq9QAqe,21/10/2022 23:17:45 287  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEve2sBh0726TEoqN1G,21/10/2022 23:17:57 270  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEve6rNEi0ezjBAbUdZ,21/10/2022 23:18:15 259  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEveA_cwHEymJeylEVo,21/10/2022 23:18:33 274  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEveEOAf_DCsHomHf4W,21/10/2022 23:18:45 281  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEveINOI-Hc33u7xQGU,21/10/2022 23:19:4 287  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.1
-NEveINOI-Hc33u7xQGU,21/10/2022 23:19:4 287  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.1
-NEvePu7S0u0Esk8ociK,21/10/2022 23:19:34 267  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEveTb78rNJ51G2BzdT,21/10/2022 23:19:46 269  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEveXaGmcURqs6R9s2i,21/10/2022 23:20:5 286  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.1
-NEveaJZk9gOAg-BdDQt,21/10/2022 23:20:23 258  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvee79sa6VRosMw8YH,21/10/2022 23:20:35 273  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvei6Ii08zB8KTbcv6,21/10/2022 23:20:53 276  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvelutp3x-UXM0Pt1Q,21/10/2022 23:21:5 271  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvepu-jLzEWbJdQO76,21/10/2022 23:21:24 283  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvetcK1m7Oof51Aczn,21/10/2022 23:21:42 263  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvexQokupr7Gokg41D,21/10/2022 23:21:54 265  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvexQokupr7Gokg41D,21/10/2022 23:21:54 265  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvf0Q8fr-DP3hqri6J,21/10/2022 23:22:12 263  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvf7woXuc7JZ68VjVy,21/10/2022 23:22:43 263  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvfBdp-Nmxtwgc7q21,21/10/2022 23:22:55 260  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvfFd4nE4VffeIkPET,21/10/2022 23:23:13 257  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvfJMLUSpU_PtXSmjZ,21/10/2022 23:23:31 272  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvfN9owD0NLQ7jZicQ,21/10/2022 23:23:44 266  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvfR94aOK_ZRClJQ42,21/10/2022 23:24:2 287  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.1
-NEvfUx_X0TZSHMeEeqq,21/10/2022 23:24:14 286  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
